index,abs_error_float,abs_error_lsb
2047,0.00244774,0.626623
2048,0.00017293,0.044271
2049,0.00140402,0.359429
2050,0.00217368,0.556462
2051,0.00260107,0.665873
2052,0.00272196,0.696822
2053,0.00048954,0.125323
2054,0.00375049,0.960125
2055,0.00173865,0.445094
2056,0.00035057,0.089745
2057,0.00121912,0.312095
2058,0.00222049,0.568445
2059,0.00073366,0.187817
2060,0.00065394,0.167408
2061,0.00078776,0.201667
2062,0.00027398,0.070138
2063,0.00110199,0.282110
2064,0.00368692,0.943852
2065,0.00095682,0.244946
2066,0.00015440,0.039525
2067,0.00190239,0.487013
2068,0.00007778,0.019912
2069,0.00036686,0.093916
2070,0.00138532,0.354642
2071,0.00075059,0.192151
2072,0.00002523,0.006458
2073,0.00248730,0.636748
2074,0.00070483,0.180437
2075,0.00163191,0.417770
2076,0.00143304,0.366857
2077,0.00141427,0.362052
2078,0.00191166,0.489384
2079,0.00153643,0.393327
2080,0.00173316,0.443689
2081,0.00047458,0.121493
2082,0.00287075,0.734911
2083,0.00045416,0.116265
2084,0.00089870,0.230067
2085,0.00194537,0.498016
2086,0.00023592,0.060396
2087,0.00055861,0.143005
2088,0.00104973,0.268730
2089,0.00008642,0.022124
2090,0.00187724,0.480573
2091,0.00117054,0.299658
2092,0.00233015,0.596518
2093,0.00067942,0.173931
2094,0.00040286,0.103131
2095,0.00039225,0.100417
2096,0.00123311,0.315677
2097,0.00198733,0.508756
2098,0.00128373,0.328634
2099,0.00127464,0.326307
2100,0.00166161,0.425372
2101,0.00113893,0.291566
2102,0.00311851,0.798338
2103,0.00014905,0.038157
2104,0.00088485,0.226522
2105,0.00054911,0.140572
2106,0.00006597,0.016888
2107,0.00047355,0.121229
2108,0.00101540,0.259943
2109,0.00142783,0.365525
2110,0.00105024,0.268863
2111,0.00252388,0.646113
2112,0.00009233,0.023636
2113,0.00111919,0.286514
2114,0.00241272,0.617655
2115,0.00221965,0.568231
2116,0.00263098,0.673532
2117,0.00013882,0.035538
2118,0.00354265,0.906919
2119,0.00144887,0.370911
2120,0.00017802,0.045574
2121,0.00083206,0.213007
2122,0.00217062,0.555678
2123,0.00080604,0.206346
2124,0.00030501,0.078084
2125,0.00047595,0.121843
2126,0.00030112,0.077088
2127,0.00073254,0.187530
2128,0.00355924,0.911166
2129,0.00146943,0.376174
2130,0.00016682,0.042706
2131,0.00160145,0.409972
2132,0.00006720,0.017203
2133,0.00016877,0.043204
2134,0.00117910,0.301849
2135,0.00097899,0.250622
2136,0.00033294,0.085233
2137,0.00254687,0.651998
2138,0.00029093,0.074478
2139,0.00183272,0.469176
2140,0.00122741,0.314217
2141,0.00168008,0.430101
2142,0.00188759,0.483222
2143,0.00217515,0.556839
2144,0.00168597,0.431609
2145,0.00064124,0.164156
2146,0.00258836,0.662620
2147,0.00043462,0.111262
2148,0.00072417,0.185388
2149,0.00168200,0.430593
2150,0.00043024,0.110141
2151,0.00047628,0.121927
2152,0.00099983,0.255957
2153,0.00011543,0.029550
2154,0.00152263,0.389794
2155,0.00116853,0.299144
2156,0.00262644,0.672368
2157,0.00079881,0.204497
2158,0.00037745,0.096627
2159,0.00031848,0.081530
2160,0.00130692,0.334572
2161,0.00189449,0.484989
2162,0.00100539,0.257379
2163,0.00144603,0.370184
2164,0.00150693,0.385775
2165,0.00107681,0.275664
2166,0.00264152,0.676228
2167,0.00016165,0.041383
2168,0.00092413,0.236576
2169,0.00085604,0.219147
2170,0.00028692,0.073451
2171,0.00106564,0.272804
2172,0.00173098,0.443130
2173,0.00127564,0.326564
2174,0.00131620,0.336948
2175,0.00236747,0.606073
2176,0.00018095,0.046322
2177,0.00122297,0.313081
2178,0.00248562,0.636318
2179,0.00264913,0.678177
2180,0.00306928,0.785736
2181,0.00047375,0.121281
2182,0.00362793,0.928751
2183,0.00160739,0.411493
2184,0.00034822,0.089145
2185,0.00106623,0.272955
2186,0.00212491,0.543976
2187,0.00078472,0.200889
2188,0.00023470,0.060084
2189,0.00036263,0.092833
2190,0.00020385,0.052186
2191,0.00086801,0.222210
2192,0.00368155,0.942477
2193,0.00128798,0.329723
2194,0.00003939,0.010083
2195,0.00192683,0.493268
2196,0.00007606,0.019470
2197,0.00008491,0.021738
2198,0.00138386,0.354269
2199,0.00109075,0.279233
2200,0.00009441,0.024170
2201,0.00291317,0.745772
2202,0.00031344,0.080241
2203,0.00171351,0.438658
2204,0.00159811,0.409117
2205,0.00143857,0.368274
2206,0.00195479,0.500427
2207,0.00212924,0.545085
2208,0.00178023,0.455738
2209,0.00088202,0.225798
2210,0.00289094,0.740080
2211,0.00086594,0.221680
2212,0.00103817,0.265772
2213,0.00165185,0.422875
2214,0.00016103,0.041223
2215,0.00049174,0.125885
2216,0.00117868,0.301743
2217,0.00000032,0.000081
2218,0.00175235,0.448602
2219,0.00133525,0.341824
2220,0.00278484,0.712920
2221,0.00056009,0.143383
2222,0.00036189,0.092645
2223,0.00044532,0.114001
2224,0.00097796,0.250357
2225,0.00183696,0.470263
2226,0.00151189,0.387045
2227,0.00177117,0.453419
2228,0.00134528,0.344392
2229,0.00116032,0.297042
2230,0.00277132,0.709457
2231,0.00016882,0.043217
2232,0.00078329,0.200522
2233,0.00059614,0.152612
2234,0.00027867,0.071340
2235,0.00090990,0.232934
2236,0.00167950,0.429952
2237,0.00127468,0.326319
2238,0.00144455,0.369806
2239,0.00225903,0.578311
2240,0.00020781,0.053198
2241,0.00126997,0.325112
2242,0.00242482,0.620754
2243,0.00233508,0.597781
2244,0.00259118,0.663341
2245,0.00025590,0.065511
2246,0.00369597,0.946167
2247,0.00148108,0.379156
2248,0.00026944,0.068977
2249,0.00119045,0.304755
2250,0.00227214,0.581668
2251,0.00077552,0.198534
2252,0.00011584,0.029654
2253,0.00067432,0.172626
2254,0.00046621,0.119350
2255,0.00082178,0.210377
2256,0.00365786,0.936412
2257,0.00095239,0.243811
2258,0.00001705,0.004364
2259,0.00149586,0.382940
2260,0.00013211,0.033820
2261,0.00031986,0.081883
2262,0.00134618,0.344622
2263,0.00094927,0.243012
2264,0.00038251,0.097922
2265,0.00263718,0.675118
2266,0.00056355,0.144268
2267,0.00173562,0.444320
2268,0.00106259,0.272023
2269,0.00172785,0.442329
2270,0.00211294,0.540913
2271,0.00167719,0.429361
2272,0.00191671,0.490677
2273,0.00059604,0.152587
2274,0.00267607,0.685073
2275,0.00033568,0.085935
2276,0.00081941,0.209769
2277,0.00201259,0.515224
2278,0.00010975,0.028095
2279,0.00036927,0.094534
2280,0.00080423,0.205883
2281,0.00025839,0.066148
2282,0.00156013,0.399392
2283,0.00123458,0.316053
2284,0.00228613,0.585249
2285,0.00043052,0.110212
2286,0.00041762,0.106910
2287,0.00009428,0.024135
2288,0.00098417,0.251946
2289,0.00183995,0.471026
2290,0.00093571,0.239542
2291,0.00117933,0.301908
2292,0.00153705,0.393486
2293,0.00121473,0.310970
2294,0.00308659,0.790167
2295,0.00004030,0.010316
2296,0.00103433,0.264789
2297,0.00055771,0.142773
2298,0.00003014,0.007715
2299,0.00068725,0.175935
2300,0.00109881,0.281296
2301,0.00130666,0.334505
2302,0.00082647,0.211575
2303,0.00247213,0.632864
2304,0.00049237,0.126048
2305,0.00090162,0.230814
2306,0.00265490,0.679653
2307,0.00260119,0.665904
2308,0.00261715,0.669991
2309,0.00043753,0.112007
2310,0.00354992,0.908779
2311,0.00103770,0.265652
2312,0.00017985,0.046042
2313,0.00088791,0.227305
2314,0.00210171,0.538037
2315,0.00103995,0.266228
2316,0.00042415,0.108583
2317,0.00064881,0.166097
2318,0.00001819,0.004656
2319,0.00074859,0.191640
2320,0.00401835,1.028698
2321,0.00125885,0.322265
2322,0.00024378,0.062407
2323,0.00172275,0.441025
2324,0.00037986,0.097243
2325,0.00005610,0.014361
2326,0.00174806,0.447503
2327,0.00084479,0.216267
2328,0.00016405,0.041997
2329,0.00232387,0.594910
2330,0.00020443,0.052334
2331,0.00194051,0.496771
2332,0.00169139,0.432995
2333,0.00134221,0.343606
2334,0.00202276,0.517827
2335,0.00180534,0.462168
2336,0.00163616,0.418857
2337,0.00053768,0.137646
2338,0.00289505,0.741133
2339,0.00077696,0.198902
2340,0.00107654,0.275594
2341,0.00173302,0.443653
2342,0.00034108,0.087317
2343,0.00052964,0.135588
2344,0.00092671,0.237237
2345,0.00022265,0.056998
2346,0.00183979,0.470987
2347,0.00170926,0.437569
2348,0.00261549,0.669566
2349,0.00067061,0.171677
2350,0.00028931,0.074062
2351,0.00043381,0.111055
2352,0.00116506,0.298255
2353,0.00172417,0.441388
2354,0.00138436,0.354396
2355,0.00187940,0.481126
2356,0.00119741,0.306536
2357,0.00091659,0.234648
2358,0.00286820,0.734259
2359,0.00029165,0.074662
2360,0.00075077,0.192197
2361,0.00070965,0.181670
2362,0.00007783,0.019925
2363,0.00106074,0.271549
2364,0.00139445,0.356980
2365,0.00159142,0.407403
2366,0.00146876,0.376002
2367,0.00234925,0.601409
2368,0.00029904,0.076555
2369,0.00117252,0.300165
2370,0.00230785,0.590809
2371,0.00241195,0.617459
2372,0.00254925,0.652608
2373,0.00073967,0.189355
2374,0.00390770,1.000371
2375,0.00109845,0.281203
2376,0.00021953,0.056200
2377,0.00091213,0.233504
2378,0.00223831,0.573008
2379,0.00056373,0.144314
2380,0.00013426,0.034372
2381,0.00035577,0.091077
2382,0.00000894,0.002289
2383,0.00074857,0.191633
2384,0.00360772,0.923577
2385,0.00111915,0.286502
2386,0.00016649,0.042621
2387,0.00171090,0.437990
2388,0.00008457,0.021650
2389,0.00016380,0.041933
2390,0.00174147,0.445816
2391,0.00089555,0.229260
2392,0.00017701,0.045315
2393,0.00239530,0.613198
2394,0.00039646,0.101494
2395,0.00186608,0.477715
2396,0.00122093,0.312559
2397,0.00175215,0.448550
2398,0.00186402,0.477188
2399,0.00199207,0.509970
2400,0.00148311,0.379675
2401,0.00074963,0.191906
2402,0.00266917,0.683307
2403,0.00060175,0.154048
2404,0.00083473,0.213692
2405,0.00198027,0.506949
2406,0.00009129,0.023370
2407,0.00030018,0.076846
2408,0.00097066,0.248490
2409,0.00024965,0.063910
2410,0.00204895,0.524531
2411,0.00112083,0.286933
2412,0.00292033,0.747605
2413,0.00063292,0.162027
2414,0.00040585,0.103898
2415,0.00050762,0.129952
2416,0.00157669,0.403634
2417,0.00189491,0.485097
2418,0.00094092,0.240877
2419,0.00118588,0.303585
2420,0.00132080,0.338125
2421,0.00079103,0.202504
2422,0.00280207,0.717330
2423,0.00003410,0.008730
2424,0.00068895,0.176372
2425,0.00042652,0.109189
2426,0.00025422,0.065080
2427,0.00096662,0.247454
2428,0.00152852,0.391300
2429,0.00159088,0.407266
2430,0.00135946,0.348022
2431,0.00249459,0.638615
2432,0.00041516,0.106282
2433,0.00110716,0.283432
2434,0.00256718,0.657198
2435,0.00257122,0.658234
2436,0.00285620,0.731186
2437,0.00021071,0.053941
2438,0.00376812,0.964639
2439,0.00160375,0.410560
2440,0.00020727,0.053062
2441,0.00113186,0.289756
2442,0.00218331,0.558928
2443,0.00095249,0.243837
2444,0.00045694,0.116976
2445,0.00040033,0.102485
2446,0.00016151,0.041348
2447,0.00070253,0.179847
2448,0.00360534,0.922968
2449,0.00134256,0.343696
2450,0.00000984,0.002518
2451,0.00159536,0.408413
2452,0.00000217,0.000555
2453,0.00008086,0.020701
2454,0.00143249,0.366717
2455,0.00076726,0.196418
2456,0.00033740,0.086375
2457,0.00273624,0.700478
2458,0.00045674,0.116924
2459,0.00158843,0.406638
2460,0.00145346,0.372086
2461,0.00147571,0.377783
2462,0.00197090,0.504551
2463,0.00199360,0.510360
2464,0.00184882,0.473298
2465,0.00071609,0.183320
2466,0.00291204,0.745483
2467,0.00047823,0.122427
2468,0.00114953,0.294281
2469,0.00184631,0.472656
2470,0.00022683,0.058067
2471,0.00046620,0.119348
2472,0.00110491,0.282857
2473,0.00011171,0.028599
2474,0.00172636,0.441947
2475,0.00118982,0.304594
2476,0.00262030,0.670797
2477,0.00081207,0.207891
2478,0.00071177,0.182213
2479,0.00044021,0.112693
2480,0.00112672,0.288441
2481,0.00226206,0.579087
2482,0.00136225,0.348736
2483,0.00163177,0.417734
2484,0.00126991,0.325098
2485,0.00102437,0.262240
2486,0.00292249,0.748158
2487,0.00007140,0.018278
2488,0.00088316,0.226089
2489,0.00078473,0.200890
2490,0.00009401,0.024066
2491,0.00092612,0.237086
2492,0.00168441,0.431208
2493,0.00136953,0.350599
2494,0.00161925,0.414529
2495,0.00211578,0.541640
2496,0.00012710,0.032538
2497,0.00131908,0.337684
2498,0.00219704,0.562443
2499,0.00265472,0.679609
2500,0.00309679,0.792778
2501,0.00042991,0.110057
2502,0.00352249,0.901757
2503,0.00155318,0.397615
2504,0.00052374,0.134078
2505,0.00107496,0.275189
2506,0.00210912,0.539935
2507,0.00057410,0.146971
2508,0.00057312,0.146720
2509,0.00052880,0.135373
2510,0.00004849,0.012413
2511,0.00092729,0.237387
2512,0.00373628,0.956487
2513,0.00097909,0.250646
2514,0.00014039,0.035940
2515,0.00177172,0.453561
2516,0.00008270,0.021171
2517,0.00026557,0.067986
2518,0.00141469,0.362160
2519,0.00105343,0.269679
2520,0.00012218,0.031277
2521,0.00266899,0.683261
2522,0.00028515,0.072999
2523,0.00160791,0.411626
2524,0.00153487,0.392928
2525,0.00151954,0.389003
2526,0.00174242,0.446059
2527,0.00216613,0.554529
2528,0.00165886,0.424668
2529,0.00082016,0.209960
2530,0.00289031,0.739918
2531,0.00068024,0.174142
2532,0.00117940,0.301927
2533,0.00183797,0.470521
2534,0.00006251,0.016003
2535,0.00067299,0.172285
2536,0.00115261,0.295067
2537,0.00001719,0.004400
2538,0.00183505,0.469773
2539,0.00117103,0.299783
2540,0.00257209,0.658455
2541,0.00053922,0.138040
2542,0.00042539,0.108900
2543,0.00045227,0.115781
2544,0.00139359,0.356758
2545,0.00189313,0.484641
2546,0.00140317,0.359212
2547,0.00148092,0.379116
2548,0.00137232,0.351314
2549,0.00128796,0.329718
2550,0.00282690,0.723686
2551,0.00032125,0.082241
2552,0.00096369,0.246705
2553,0.00037875,0.096961
2554,0.00019523,0.049980
2555,0.00062783,0.160725
2556,0.00132685,0.339674
2557,0.00148727,0.380742
2558,0.00121189,0.310245
2559,0.00261717,0.669997
2560,0.00013324,0.034110
2561,0.00121649,0.311421
2562,0.00251156,0.642960
2563,0.00217057,0.555667
2564,0.00277645,0.710771
2565,0.00030846,0.078965
2566,0.00361020,0.924211
2567,0.00133637,0.342111
2568,0.00032213,0.082466
2569,0.00106389,0.272356
2570,0.00219571,0.562101
2571,0.00087976,0.225219
2572,0.00003655,0.009357
2573,0.00055462,0.141982
2574,0.00014834,0.037975
2575,0.00076072,0.194743
2576,0.00360010,0.921626
2577,0.00130580,0.334284
2578,0.00011473,0.029371
2579,0.00182668,0.467630
2580,0.00022555,0.057740
2581,0.00008309,0.021271
2582,0.00140360,0.359321
2583,0.00098520,0.252211
2584,0.00021497,0.055033
2585,0.00290843,0.744559
2586,0.00027423,0.070202
2587,0.00174363,0.446369
2588,0.00132612,0.339488
2589,0.00151628,0.388168
2590,0.00209687,0.536799
2591,0.00176503,0.451847
2592,0.00181011,0.463388
2593,0.00065703,0.168199
2594,0.00273885,0.701146
2595,0.00057122,0.146233
2596,0.00081089,0.207588
2597,0.00183831,0.470607
2598,0.00015334,0.039254
2599,0.00022929,0.058697
2600,0.00121012,0.309791
2601,0.00011177,0.028613
2602,0.00153525,0.393024
2603,0.00141833,0.363091
2604,0.00245906,0.629519
2605,0.00061819,0.158256
2606,0.00035344,0.090481
2607,0.00035088,0.089826
2608,0.00098237,0.251487
2609,0.00200324,0.512829
2610,0.00144268,0.369325
2611,0.00144222,0.369209
2612,0.00163134,0.417623
2613,0.00102272,0.261816
2614,0.00297650,0.761983
2615,0.00005431,0.013902
2616,0.00090457,0.231569
2617,0.00055830,0.142924
2618,0.00011890,0.030438
2619,0.00091622,0.234553
2620,0.00157850,0.404096
2621,0.00115530,0.295757
2622,0.00104275,0.266945
2623,0.00241741,0.618856
2624,0.00014633,0.037462
2625,0.00125638,0.321634
2626,0.00224159,0.573846
2627,0.00236957,0.606609
2628,0.00270564,0.692644
2629,0.00015516,0.039722
2630,0.00342179,0.875977
2631,0.00141448,0.362106
2632,0.00015736,0.040283
2633,0.00124581,0.318928
2634,0.00203399,0.520702
2635,0.00061425,0.157249
2636,0.00038988,0.099810
2637,0.00064768,0.165807
2638,0.00041420,0.106036
2639,0.00084283,0.215763
2640,0.00376431,0.963663
2641,0.00101930,0.260941
2642,0.00028292,0.072426
2643,0.00150840,0.386149
2644,0.00005656,0.014480
2645,0.00000509,0.001304
2646,0.00114705,0.293644
2647,0.00080547,0.206201
2648,0.00030820,0.078900
2649,0.00253351,0.648577
2650,0.00029718,0.076078
2651,0.00162275,0.415424
2652,0.00157457,0.403091
2653,0.00168022,0.430136
2654,0.00174733,0.447316
2655,0.00214705,0.549644
2656,0.00161754,0.414090
2657,0.00067199,0.172030
2658,0.00273647,0.700535
2659,0.00021224,0.054333
2660,0.00124893,0.319726
2661,0.00196865,0.503975
2662,0.00010688,0.027362
2663,0.00034094,0.087281
2664,0.00104829,0.268363
2665,0.00004067,0.010412
2666,0.00162422,0.415801
2667,0.00117918,0.301869
2668,0.00262837,0.672862
2669,0.00082600,0.211457
2670,0.00075172,0.192442
2671,0.00045778,0.117192
2672,0.00090081,0.230608
2673,0.00209678,0.536776
2674,0.00128036,0.327772
2675,0.00138502,0.354564
2676,0.00143042,0.366189
2677,0.00113324,0.290110
2678,0.00293974,0.752574
2679,0.00022565,0.057767
2680,0.00079164,0.202660
2681,0.00057708,0.147733
2682,0.00005978,0.015303
2683,0.00064896,0.166135
2684,0.00117076,0.299713
2685,0.00154835,0.396377
2686,0.00102656,0.262800
2687,0.00244531,0.626000
2688,0.00042177,0.107974
2689,0.00140334,0.359254
2690,0.00245174,0.627647
2691,0.00238663,0.610977
2692,0.00297097,0.760568
2693,0.00033593,0.085999
2694,0.00372581,0.953806
2695,0.00120312,0.308000
2696,0.00057805,0.147980
2697,0.00122241,0.312936
2698,0.00211291,0.540906
2699,0.00103724,0.265532
2700,0.00045637,0.116831
2701,0.00062604,0.160266
2702,0.00015452,0.039558
2703,0.00080783,0.206804
2704,0.00351538,0.899938
2705,0.00133990,0.343014
2706,0.00025185,0.064473
2707,0.00175748,0.449914
2708,0.00001230,0.003150
2709,0.00000682,0.001745
2710,0.00146684,0.375510
2711,0.00079759,0.204183
2712,0.00036791,0.094185
2713,0.00294190,0.753128
2714,0.00052696,0.134902
2715,0.00161734,0.414038
2716,0.00138697,0.355065
2717,0.00131205,0.335885
2718,0.00222370,0.569266
2719,0.00185426,0.474692
2720,0.00180700,0.462593
2721,0.00057504,0.147210
2722,0.00264967,0.678314
2723,0.00044816,0.114729
2724,0.00088731,0.227150
2725,0.00182587,0.467423
2726,0.00037772,0.096695
2727,0.00046698,0.119548
2728,0.00115198,0.294906
2729,0.00024108,0.061715
2730,0.00177427,0.454214
2731,0.00128289,0.328419
2732,0.00238195,0.609779
2733,0.00074715,0.191269
2734,0.00043900,0.112383
2735,0.00026425,0.067649
2736,0.00138901,0.355587
2737,0.00208031,0.532560
2738,0.00119399,0.305660
2739,0.00148115,0.379174
2740,0.00125791,0.322025
2741,0.00120833,0.309332
2742,0.00299787,0.767456
2743,0.00014927,0.038213
2744,0.00098833,0.253013
2745,0.00073927,0.189253
2746,0.00008545,0.021874
2747,0.00076769,0.196528
2748,0.00172640,0.441958
2749,0.00124459,0.318615
2750,0.00133596,0.342006
2751,0.00231057,0.591505
2752,0.00049751,0.127364
2753,0.00122851,0.314497
2754,0.00228365,0.584613
2755,0.00256797,0.657400
2756,0.00265303,0.679177
2757,0.00058284,0.149206
2758,0.00387030,0.990797
2759,0.00151736,0.388445
2760,0.00012985,0.033243
2761,0.00095827,0.245316
2762,0.00200270,0.512690
2763,0.00033091,0.084714
2764,0.00032628,0.083527
2765,0.00009448,0.024187
2766,0.00000999,0.002558
2767,0.00085745,0.219508
2768,0.00319119,0.816946
2769,0.00134960,0.345497
2770,0.00023496,0.060151
2771,0.00205276,0.525506
2772,0.00005868,0.015022
2773,0.00008307,0.021266
2774,0.00161211,0.412699
2775,0.00051740,0.132453
2776,0.00024701,0.063235
2777,0.00240398,0.615419
2778,0.00059787,0.153055
2779,0.00142078,0.363719
2780,0.00156160,0.399769
2781,0.00155408,0.397846
2782,0.00216216,0.553514
2783,0.00255601,0.654340
2784,0.00135762,0.347551
2785,0.00069599,0.178174
2786,0.00233477,0.597701
2787,0.00035384,0.090582
2788,0.00100865,0.258215
2789,0.00191702,0.490758
2790,0.00048591,0.124393
2791,0.00065906,0.168720
2792,0.00075247,0.192632
2793,0.00019477,0.049862
2794,0.00172167,0.440747
2795,0.00103022,0.263736
2796,0.00297788,0.762337
2797,0.00100509,0.257303
2798,0.00084392,0.216043
2799,0.00027829,0.071241
2800,0.00130427,0.333892
2801,0.00196767,0.503723
2802,0.00111612,0.285727
2803,0.00142821,0.365622
2804,0.00144699,0.370429
2805,0.00113885,0.291545
2806,0.00245109,0.627480
2807,0.00002850,0.007295
2808,0.00088230,0.225868
2809,0.00027881,0.071376
2810,0.00024655,0.063116
2811,0.00080352,0.205701
2812,0.00188458,0.482452
2813,0.00145339,0.372068
2814,0.00142492,0.364779
2815,0.00236671,0.605879
2816,0.00003668,0.009390
2817,0.00088593,0.226797
2818,0.00247160,0.632730
2819,0.00243021,0.622135
2820,0.00281076,0.719555
2821,0.00013302,0.034054
2822,0.00406477,1.040581
2823,0.00175667,0.449707
2824,0.00008244,0.021103
2825,0.00125194,0.320495
2826,0.00216156,0.553359
2827,0.00084455,0.216205
2828,0.00052230,0.133710
2829,0.00066084,0.169174
2830,0.00009789,0.025059
2831,0.00087704,0.224522
2832,0.00360203,0.922121
2833,0.00132655,0.339597
2834,0.00023356,0.059790
2835,0.00142027,0.363590
2836,0.00034017,0.087082
2837,0.00015253,0.039049
2838,0.00089112,0.228127
2839,0.00059069,0.151217
2840,0.00008312,0.021278
2841,0.00266822,0.683065
2842,0.00064563,0.165282
2843,0.00125964,0.322468
2844,0.00134231,0.343632
2845,0.00144033,0.368725
2846,0.00183290,0.469223
2847,0.00220957,0.565649
2848,0.00190225,0.486975
2849,0.00083086,0.212700
2850,0.00295805,0.757260
2851,0.00049847,0.127608
2852,0.00118198,0.302587
2853,0.00225716,0.577832
2854,0.00002388,0.006114
2855,0.00017784,0.045526
2856,0.00096544,0.247152
2857,0.00016205,0.041485
2858,0.00149373,0.382395
2859,0.00115896,0.296693
2860,0.00294467,0.753835
2861,0.00106455,0.272525
2862,0.00055520,0.142132
2863,0.00086639,0.221795
2864,0.00101147,0.258937
2865,0.00224300,0.574208
2866,0.00142109,0.363799
2867,0.00151590,0.388069
2868,0.00168619,0.431664
2869,0.00102322,0.261943
2870,0.00267447,0.684663
2871,0.00046330,0.118605
2872,0.00074930,0.191820
2873,0.00065911,0.168733
2874,0.00011456,0.029326
2875,0.00075067,0.192171
2876,0.00132290,0.338661
2877,0.00128465,0.328870
2878,0.00124995,0.319988
2879,0.00243007,0.622099
2880,0.00013898,0.035579
2881,0.00105600,0.270337
2882,0.00251773,0.644539
2883,0.00214393,0.548847
2884,0.00266578,0.682440
2885,0.00031267,0.080043
2886,0.00379845,0.972404
2887,0.00139116,0.356138
2888,0.00050183,0.128468
2889,0.00078943,0.202094
2890,0.00208593,0.533997
2891,0.00086451,0.221315
2892,0.00049677,0.127174
2893,0.00083443,0.213615
2894,0.00030414,0.077861
2895,0.00078379,0.200649
2896,0.00359150,0.919424
2897,0.00125437,0.321119
2898,0.00023396,0.059893
2899,0.00171613,0.439328
2900,0.00022436,0.057436
2901,0.00010983,0.028116
2902,0.00126026,0.322628
2903,0.00100317,0.256811
2904,0.00017621,0.045109
2905,0.00243499,0.623358
2906,0.00017210,0.044058
2907,0.00172343,0.441199
2908,0.00140086,0.358621
2909,0.00145593,0.372718
2910,0.00205376,0.525763
2911,0.00223560,0.572313
2912,0.00161564,0.413605
2913,0.00073900,0.189184
2914,0.00267230,0.684108
2915,0.00066054,0.169097
2916,0.00077111,0.197405
2917,0.00172909,0.442646
2918,0.00036453,0.093321
2919,0.00048245,0.123506
2920,0.00098516,0.252200
2921,0.00015688,0.040162
2922,0.00160532,0.410961
2923,0.00124498,0.318715
2924,0.00247176,0.632770
2925,0.00080667,0.206507
2926,0.00039555,0.101260
2927,0.00011281,0.028879
2928,0.00139783,0.357844
2929,0.00169304,0.433418
2930,0.00135536,0.346971
2931,0.00154743,0.396141
2932,0.00144007,0.368657
2933,0.00098431,0.251983
2934,0.00240832,0.616530
2935,0.00009189,0.023525
2936,0.00085625,0.219199
2937,0.00083311,0.213275
2938,0.00024055,0.061581
2939,0.00098241,0.251498
2940,0.00178235,0.456281
2941,0.00118787,0.304096
2942,0.00144126,0.368964
2943,0.00251113,0.642848
2944,0.00028532,0.073043
2945,0.00084920,0.217396
2946,0.00273259,0.699544
2947,0.00253601,0.649218
2948,0.00339723,0.869691
2949,0.00054554,0.139658
2950,0.00400590,1.025510
2951,0.00146001,0.373762
2952,0.00025903,0.066312
2953,0.00088321,0.226102
2954,0.00237392,0.607723
2955,0.00121352,0.310661
2956,0.00078890,0.201957
2957,0.00050544,0.129393
2958,0.00045318,0.116013
2959,0.00063434,0.162390
2960,0.00366277,0.937668
2961,0.00127379,0.326091
2962,0.00012663,0.032417
2963,0.00176115,0.450853
2964,0.00038509,0.098583
2965,0.00011918,0.030509
2966,0.00100154,0.256394
2967,0.00082146,0.210294
2968,0.00001711,0.004381
2969,0.00286522,0.733496
2970,0.00019263,0.049313
2971,0.00163778,0.419271
2972,0.00176150,0.450945
2973,0.00149287,0.382174
2974,0.00183798,0.470524
2975,0.00180624,0.462396
2976,0.00183410,0.469530
2977,0.00111295,0.284916
2978,0.00317900,0.813824
2979,0.00102863,0.263329
2980,0.00100655,0.257677
2981,0.00175684,0.449752
2982,0.00018816,0.048168
2983,0.00001066,0.002730
2984,0.00104354,0.267146
2985,0.00023815,0.060965
2986,0.00189353,0.484744
2987,0.00085195,0.218100
2988,0.00301462,0.771743
2989,0.00062363,0.159650
2990,0.00068159,0.174486
2991,0.00057077,0.146117
2992,0.00155335,0.397659
2993,0.00210454,0.538761
2994,0.00145947,0.373623
2995,0.00197619,0.505905
2996,0.00121771,0.311733
2997,0.00099560,0.254873
2998,0.00287480,0.735948
2999,0.00025879,0.066250
3000,0.00111686,0.285916
3001,0.00083152,0.212870
3002,0.00030919,0.079153
3003,0.00123194,0.315376
3004,0.00143677,0.367812
3005,0.00123580,0.316366
3006,0.00145346,0.372085
3007,0.00217577,0.556996
3008,0.00062311,0.159517
3009,0.00113064,0.289445
3010,0.00260987,0.668126
3011,0.00278145,0.712051
3012,0.00236029,0.604234
3013,0.00079832,0.204369
3014,0.00398659,1.020567
3015,0.00143603,0.367625
3016,0.00026485,0.067802
3017,0.00089341,0.228712
3018,0.00210688,0.539361
3019,0.00065191,0.166889
3020,0.00042692,0.109290
3021,0.00022219,0.056881
3022,0.00015269,0.039089
3023,0.00060917,0.155947
3024,0.00372792,0.954349
3025,0.00112495,0.287986
3026,0.00035102,0.089861
3027,0.00198767,0.508844
3028,0.00000426,0.001091
3029,0.00022506,0.057615
3030,0.00221629,0.567370
3031,0.00077810,0.199194
3032,0.00011774,0.030142
3033,0.00248928,0.637255
3034,0.00071885,0.184026
3035,0.00206643,0.529005
3036,0.00112026,0.286787
3037,0.00169758,0.434580
3038,0.00242215,0.620072
3039,0.00173027,0.442950
3040,0.00155130,0.397134
3041,0.00090983,0.232915
3042,0.00268499,0.687357
3043,0.00087556,0.224142
3044,0.00086202,0.220678
